Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,20.0,,,,"010,308,8
",,,,あさひ薬局,,,,,"〒703－8232
岡山市中区関１５１－１３",,,"086-279-6454
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 2
(薬　　　　 2)",,,竹原　公子,,,竹原　公子,,,,"平24. 6. 11
交代
平30. 6. 11",,,,,,,,"薬局
現存
",,,,
,,21.0,,,,"010,311,2
",,,,常國薬局豊成店,,,,,"〒700－0942
岡山市南区豊成３－２０－３７",,,"086-264-6776
常　勤:　　　 3
(薬　　　　 3)",,,常國　紘平,,,常國　紘平,,,,"平26. 1. 1
交代
令2. 1. 1",,,,,,,,"薬局
現存
",,,,
,,22.0,,,,"010,313,8
",,,,Ｅ薬局　東店,,,,,"〒703－8217
岡山市中区土田８０３－５",,,"086-206-4668
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 5
(薬　　　　 5)",,,梅原　このみ,,,景山　恵子,,,,"平26. 5. 1
新規
令2. 5. 1",,,,,,,,"薬局
現存
",,,,
,,23.0,,,,"010,314,6
",,,,トマト薬局奉還町店,,,,,"〒700－0026
岡山市北区奉還町一丁目７－７オルガビル内",,,"086-252-8077
常　勤:　　　 4
(薬　　　　 4)
非常勤:　　　 1
(薬　　　　 1)",,,株式会社　トマト　代表取締役　菊田　基,,,諏訪　幾哉,,,,"平26. 8. 1
新規
令2. 8. 1",,,,,,,,"薬局
現存
",,,,
,,24.0,,,,"010,316,1
",,,,Ｅ薬局辰巳店,,,,,"〒700－0976
岡山市北区辰巳１８番１０９",,,"086-259-1481
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 3
(薬　　　　 3)",,,梅原　このみ,,,上田　修平,,,,"平27. 8. 1
新規
平27. 8. 1",,,,,,,,"薬局
現存
",,,,
,,25.0,,,,"011,017,4
",,,,加宝堂薬局,,,,,"〒700－0831
岡山市北区京橋町８－５",,,"086-224-4147
常　勤:　　　 3
(薬　　　　 3)",,,加宝堂薬品株式会社　代表取締役　加藤　圭一郎,,,加藤　寿美恵,,,,"昭36. 3. 1

平30. 3. 1",,,,,,,,"薬局
現存
",,,,
,,26.0,,,,"011,018,2
",,,,有限会社　赤松薬局,,,,,"〒703－8297
岡山市中区東中島町３－１",,,"086-272-0605
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 5
(薬　　　　 5)",,,有限会社赤松薬局　代表取締役　赤松　昌夫,,,赤松　節子,,,,"昭36. 1. 1

平30. 1. 1",,,,,,,,"薬局
現存
",,,,
,,27.0,,,,"011,025,7
",,,,福神トシモリ薬局,,,,,"〒700－0861
岡山市北区清輝橋２－２－１０",,,"086-222-3414
常　勤:　　　 4
(薬　　　　 4)
非常勤:　　　 2
(薬　　　　 2)",,,株式会社トシモリ薬局　代表取締役　歳森　文男,,,歳森　三千代,,,,"昭37. 12. 1

平28. 12. 1",,,,,,,,"薬局
現存
",,,,
,,28.0,,,,"011,042,2
",,,,（有）門田屋敷　赤松薬局,,,,,"〒703－8275
岡山市中区門田屋敷２－２－４",,,"086-272-7116
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 1
(薬　　　　 1)",,,有限会社　門田屋敷赤松薬局　代表取締役　佐藤　牧子,,,佐藤　牧子,,,,"昭49. 6. 1

平28. 6. 1",,,,,,,,"薬局
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　薬局　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,4頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,29.0,,,,"011,082,8
",,,,渡辺薬局,,,,,"〒700－0813
岡山市北区石関町１番１号",,,"086-222-9151
常　勤:　　　 2
(薬　　　　 2)",,,渡辺薬品株式会社　代表取締役　渡辺　和英,,,渡辺　和英,,,,"昭56. 1. 1

平29. 1. 1",,,,,,,,"薬局
現存
",,,,
,,30.0,,,,"011,088,5
",,,,みなと薬局,,,,,"〒703－8266
岡山市中区湊３７７－３",,,"086-276-0462
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 5
(薬　　　　 5)",,,（株）岡山調剤薬局　代表取締役　西山　惠大,,,中本　豊,,,,"昭56. 8. 1

平29. 8. 1",,,,,,,,"薬局
現存
",,,,
,,31.0,,,,"011,107,3
",,,,ナサ表町薬局,,,,,"〒700－0822
岡山市北区表町１丁目８－３８",,,"086-232-5060
常　勤:　　　 2
(薬　　　　 2)",,,有限会社ナサ　代表取締役　今田　義郎,,,木村　啓子,,,,"昭60. 5. 1

平30. 5. 1",,,,,,,,"薬局
現存
",,,,
,,32.0,,,,"011,116,4
",,,,富永薬局　妹尾,,,,,"〒701－0205
岡山市南区妹尾３３８７－３",,,"086-281-9217
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　11
(薬　　　　11)",,,株式会社　老松薬品　代表取締役　富永　民雄,,,早川　知日子,,,,"昭62. 1. 1

平29. 1. 1",,,,,,,,"薬局
現存
",,,,
,,33.0,,,,"011,132,1
",,,,株式会社　金谷薬局,,,,,"〒701－1145
岡山市北区横井上７８７番地４",,,"086-294-2596
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 1
(薬　　　　 1)",,,株式会社金谷薬局　代表取締役　金谷　誠一郎,,,金谷　とも子,,,,"平元. 12. 15

平28. 12. 15",,,,,,,,"薬局
現存
",,,,
,,34.0,,,,"011,135,4
",,,,成広薬局西大寺店,,,,,"〒704－8116
岡山市東区西大寺中３ー４６０－２",,,"086-942-5385
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 2
(薬　　　　 2)",,,株式会社成広薬局　代表取締役　成廣　和朗,,,成廣　真弓,,,,"平2. 11. 8

平29. 11. 8",,,,,,,,"薬局
現存
",,,,
,,35.0,,,,"011,137,0
",,,,イクタ薬局,,,,,"〒702－8056
岡山市南区築港新町１－１８－５",,,"086-264-6136
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 1
(薬　　　　 1)",,,株式会社生田商店　取締役社長　生田　隆朗,,,生田　真也,,,,"平3. 3. 15

平30. 3. 15",,,,,,,,"薬局
現存
",,,,
,,36.0,,,,"011,139,6
",,,,ひまわり薬局　高柳店,,,,,"〒700－0035
岡山市北区高柳西町１６－１３",,,"086-256-7388
常　勤:　　　 5
(薬　　　　 5)
非常勤:　　　 2
(薬　　　　 2)",,,株式会社ひまわり　代表取締役　高木　紀彦,,,大西　東吾,,,,"平3. 6. 1

平30. 6. 1",,,,,,,,"薬局
現存
",,,,
,,37.0,,,,"011,141,2
",,,,有限会社ゾンネ朝日薬局,,,,,"〒703－8262
岡山市中区福泊１９９－２",,,"086-277-1449
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 2
(薬　　　　 2)",,,有限会社ゾンネ　取締役　石井　晶子,,,石井　晶子,,,,"平3. 6. 4

平30. 6. 4",,,,,,,,"薬局
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　薬局　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,5頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,38.0,,,,"011,146,1
",,,,富永薬局　岡大病院前,,,,,"〒700－0906
岡山市北区大学町２－１２",,,"086-235-9377
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　12
(薬　　　　12)",,,株式会社　富永調剤薬局　代表取締役　富永　民雄,,,板野　博文,,,,"平4. 1. 1

平28. 1. 1",,,,,,,,"薬局
現存
",,,,
,,39.0,,,,"011,152,9
",,,,かすみ薬局,,,,,"〒701－0206
岡山市南区箕島１２７５－４",,,"086-282-6950
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　11
(薬　　　　11)",,,（有）かすみ　代表取締役　小島　美穂子,,,近藤　順子,,,,"平5. 1. 1

平29. 1. 1",,,,,,,,"薬局
現存
",,,,
,,40.0,,,,"011,154,5
",,,,ケイ・アイ堂薬局,,,,,"〒700－0013
岡山市北区伊福町１丁目１－６",,,"086-255-3977
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　10
(薬　　　　10)",,,株式会社ケイ・アイ堂薬局　代表取締役　池田　浩三,,,吉岡　沙織,,,,"平5. 5. 1

平29. 5. 1",,,,,,,,"薬局
現存
",,,,
,,41.0,,,,"011,156,0
",,,,とみなが薬局　浦安店,,,,,"〒702－8025
岡山市南区浦安西町２１－２８",,,"086-263-4330
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　13
(薬　　　　13)",,,株式会社　とみなが薬局　代表取締役　富永　民雄,,,平野　龍一,,,,"平5. 7. 1

平29. 7. 1",,,,,,,,"薬局
現存
",,,,
,,42.0,,,,"011,162,8
",,,,ナビ薬局,,,,,"〒702－8038
岡山市南区松浜町１５の１",,,"086-264-9183
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 6
(薬　　　　 6)",,,有限会社ナビック　代表取締役　岡本　千尋,,,清水　良浩,,,,"平6. 3. 1

平30. 3. 1",,,,,,,,"薬局
現存
",,,,
,,43.0,,,,"011,167,7
",,,,みなと薬局雄町店,,,,,"〒703－8204
岡山市中区雄町２８１－５",,,"086-278-6870
常　勤:　　　 3
(薬　　　　 3)
非常勤:　　　 2
(薬　　　　 2)",,,（株）岡山調剤薬局　代表取締役　西山　惠大,,,粟木原　美穂子,,,,"平6. 8. 1

平30. 8. 1",,,,,,,,"薬局
現存
",,,,
,,44.0,,,,"011,170,1
",,,,こやま薬局　江崎店,,,,,"〒702－8005
岡山市中区江崎８９－３",,,"086-274-2088
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　12
(薬　　　　12)",,,株式会社ケイ・クリエイト　代表取締役　小山　敏章,,,大庭　隆徳,,,,"平6. 11. 1

平30. 11. 1",,,,,,,,"薬局
現存
",,,,
,,45.0,,,,"011,171,9
",,,,有限会社オリーブ薬局,,,,,"〒704－8112
岡山市東区西大寺上２－４－６３",,,"086-944-1886
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 2
(薬　　　　 2)",,,有限会社オリーブ薬局　代表取締役　徳永　照子,,,徳永　照子,,,,"平6. 11. 1

平30. 11. 1",,,,,,,,"薬局
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　薬局　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,6頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,46.0,,,,"011,175,0
",,,,甲浦薬局,,,,,"〒702－8012
岡山市南区北浦７１４",,,"086-267-1037
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 6
(薬　　　　 6)",,,有限会社　甲浦薬局　代表取締役　山本　理恵,,,田原　久仁子,,,,"平7. 3. 1

平28. 3. 1",,,,,,,,"薬局
現存
",,,,
,,47.0,,,,"011,176,8
",,,,（有）新富薬局,,,,,"〒703－8236
岡山市中区国富７８２－５",,,"086-270-1311
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 3
(薬　　　　 3)",,,有限会社　新富薬局　取締役　横山　孝志,,,尾﨑　慶子,,,,"平7. 4. 1

平28. 4. 1",,,,,,,,"薬局
現存
",,,,
,,48.0,,,,"011,177,6
",,,,西山薬局　みどり町店,,,,,"〒702－8055
岡山市南区築港緑町１－１５－２３",,,"086-262-7731
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 4
(薬　　　　 4)",,,（株）西山薬局　代表取締役　西山　恵大,,,西山　恵大,,,,"平7. 4. 1

平28. 4. 1",,,,,,,,"薬局
現存
",,,,
,,49.0,,,,"011,184,2
",,,,富永薬局　労災病院前,,,,,"〒702－8055
岡山市南区築港緑町１－１５－２６",,,"086-262-3001
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　14
(薬　　　　14)",,,株式会社　富永調剤薬局　代表取締役　富永　民雄,,,市川　有未,,,,"平7. 6. 1

平28. 6. 1",,,,,,,,"薬局
現存
",,,,
,,50.0,,,,"011,185,9
",,,,西山薬局,,,,,"〒702－8056
岡山市南区築港新町１丁目１５－１５",,,"086-262-0953
常　勤:　　　 2
(薬　　　　 2)
非常勤:　　　 2
(薬　　　　 2)",,,（株）西山薬局　代表取締役　西山　恵大,,,西山　隆雄,,,,"平7. 5. 1

平28. 5. 1",,,,,,,,"薬局
現存
",,,,
,,51.0,,,,"011,186,7
",,,,サカエ薬局西大寺店,,,,,"〒704－8116
岡山市東区西大寺中２－２４－２５",,,"086-944-1966
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　 3
(薬　　　　 3)",,,株式会社メディカメント　代表取締役　役重　昌広,,,松本　一樹,,,,"平7. 6. 1

平28. 6. 1",,,,,,,,"薬局
現存
",,,,
,,52.0,,,,"011,207,1
",,,,とみなが薬局　東畦店,,,,,"〒701－0211
岡山市南区東畦７６７－５",,,"086-282-7354
常　勤:　　　 1
(薬　　　　 1)
非常勤:　　　12
(薬　　　　12)",,,株式会社　とみなが薬局　代表取締役　富永　民雄,,,井上　麻美,,,,"平8. 6. 1
新規
平29. 6. 1",,,,,,,,"薬局
現存
",,,,
,,53.0,,,,"011,210,5
",,,,サンヨー薬局　三門店,,,,,"〒700－0051
岡山市北区下伊福上町１６－１３カワサキビル１Ｆ",,,"086-252-1988
常　勤:　　　 8
(薬　　　　 8)
非常勤:　　　 5
(薬　　　　 5)",,,株式会社　エム・エス経営企画　代表取締役　青野　章,,,中矢　智美,,,,"平8. 7. 1
新規
平29. 7. 1",,,,,,,,"薬局
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　薬局　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,7頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
