Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　歯科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,3頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,21.0,,,,"010,400,5
",,,,小沢歯科医院,,,,,"〒703－8235
岡山市中区原尾島１丁目１－３０",,,"086-273-3347
常　勤:　　　 2
(歯　　　　 2)",,,小沢　恭博,,,小沢　恭博,,,,"昭55. 5. 1

平28. 5. 1",,,,歯　矯歯　小歯,,,,"診療所
現存
",,,,
,,22.0,,,,"010,403,9
",,,,江尻歯科クリニック,,,,,"〒701－1145
岡山市北区横井上１３２７－１",,,"086-294-4788
常　勤:　　　 1
(歯　　　　 1)",,,江口　邦成,,,江口　邦成,,,,"昭55. 8. 1

平28. 8. 1",,,,歯,,,,"診療所
現存
",,,,
,,23.0,,,,"010,404,7
",,,,さの歯科医院,,,,,"〒700－0824
岡山市北区内山下１－２－５",,,"086-226-3567
常　勤:　　　 2
(歯　　　　 2)",,,佐野　隆平,,,佐野　隆平,,,,"昭55. 9. 1

平28. 9. 1",,,,歯,,,,"診療所
現存
",,,,
,,24.0,,,,"010,407,0
",,,,暈歯科医院,,,,,"〒703－8262
岡山市中区福泊２５２－１",,,"086-277-4876
常　勤:　　　 2
(歯　　　　 2)
非常勤:　　　 1
(歯　　　　 1)",,,暈　義武,,,暈　義武,,,,"昭56. 1. 5

平29. 1. 5",,,,歯,,,,"診療所
現存
",,,,
,,25.0,,,,"010,418,7
",,,,渡里歯科医院,,,,,"〒703－8205
岡山市中区中井４３６－１",,,"086-275-3383
常　勤:　　　 1
(歯　　　　 1)",,,渡里　浩明,,,渡里　浩明,,,,"昭56. 7. 1

平29. 7. 1",,,,歯　小歯　歯外,,,,"診療所
現存
",,,,
,,26.0,,,,"010,424,5
",,,,くろせ歯科クリニック,,,,,"〒703－8266
岡山市中区湊３８１－４８",,,"086-277-8362
常　勤:　　　 2
(歯　　　　 2)",,,黒瀬　昌彦,,,黒瀬　昌彦,,,,"昭56. 8. 1

平29. 8. 1",,,,歯,,,,"診療所
現存
",,,,
,,27.0,,,,"010,425,2
",,,,大上歯科医院,,,,,"〒709－0631
岡山市東区東平島１３６－１",,,"086-297-5212
常　勤:　　　 1
(歯　　　　 1)",,,大上　康彦,,,大上　康彦,,,,"昭56. 8. 1

平29. 8. 1",,,,歯,,,,"診療所
現存
",,,,
,,28.0,,,,"010,431,0
",,,,かく歯科医院,,,,,"〒700－0986
岡山市北区新屋敷町２丁目５番２０号",,,"086-241-6488
常　勤:　　　 3
(歯　　　　 3)",,,加来　哲夫,,,加来　哲夫,,,,"昭56. 12. 1

平29. 12. 1",,,,歯　矯歯　小歯,,,,"診療所
現存
",,,,
,,29.0,,,,"010,435,1
",,,,旭南歯科診療所,,,,,"〒702－8006
岡山市中区藤崎３４７－１",,,"086-277-3452
常　勤:　　　 1
(歯　　　　 1)
非常勤:　　　 1
(歯　　　　 1)",,,片岡　千枝,,,片岡　千枝,,,,"昭57. 1. 1

平30. 1. 1",,,,歯,,,,"診療所
現存
",,,,
,,30.0,,,,"010,436,9
",,,,服部歯科医院,,,,,"〒700－0824
岡山市北区内山下２丁目３－６",,,"086-222-2462
常　勤:　　　 2
(歯　　　　 2)",,,服部　久道,,,服部　久道,,,,"昭57. 2. 1

平30. 2. 1",,,,歯,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　歯科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,4頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,31.0,,,,"010,439,3
",,,,沼本歯科医院,,,,,"〒703－8205
岡山市中区中井４５３－５",,,"086-275-3433
常　勤:　　　 1
(歯　　　　 1)",,,沼本　章博,,,沼本　章博,,,,"昭57. 4. 1

平30. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,32.0,,,,"010,440,1
",,,,永澤歯科医院,,,,,"〒700－0026
岡山市北区奉還町１－１０－６",,,"086-252-3756
常　勤:　　　 1
(歯　　　　 1)",,,永澤　正信,,,永澤　正信,,,,"昭57. 4. 1

平30. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,33.0,,,,"010,442,7
",,,,井上歯科医院,,,,,"〒700－0083
岡山市北区津島新野１－６－３８",,,"086-254-5514
常　勤:　　　 1
(歯　　　　 1)",,,井上　淨,,,井上　淨,,,,"昭57. 4. 1

平30. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,34.0,,,,"010,444,3
",,,,キヨモト歯科クリニック,,,,,"〒701－0153
岡山市北区庭瀬１６３－５",,,"086-293-6011
常　勤:　　　 1
(歯　　　　 1)",,,清本　周満　（姜　周満）,,,姜　周満,,,,"昭57. 5. 1

平30. 5. 1",,,,歯,,,,"診療所
現存
",,,,
,,35.0,,,,"010,447,6
",,,,黒住歯科花尻診療所,,,,,"〒701－0132
岡山市北区花尻ききょう町１６－１０７",,,"086-254-7667
常　勤:　　　 1
(歯　　　　 1)",,,黒住　正三,,,黒住　正三,,,,"昭57. 6. 1

平30. 6. 1",,,,歯,,,,"診療所
現存
",,,,
,,36.0,,,,"010,448,4
",,,,藤井歯科医院,,,,,"〒700－0975
岡山市北区今５丁目１－２７",,,"086-243-8878
常　勤:　　　 2
(歯　　　　 2)",,,藤井　正寿,,,藤井　正寿,,,,"昭57. 7. 1

平30. 7. 1",,,,歯,,,,"診療所
現存
",,,,
,,37.0,,,,"010,449,2
",,,,池田歯科医院,,,,,"〒701－0133
岡山市北区花尻あかね町１２－１０１",,,"086-253-6601
常　勤:　　　 1
(歯　　　　 1)",,,池田　祐治,,,池田　祐治,,,,"昭57. 7. 1

平30. 7. 1",,,,歯,,,,"診療所
現存
",,,,
,,38.0,,,,"010,450,0
",,,,西田歯科医院,,,,,"〒704－8116
岡山市東区西大寺中１－１０－８",,,"086-942-2672
常　勤:　　　 1
(歯　　　　 1)",,,西田　宜可,,,西田　宜可,,,,"昭57. 7. 1

平30. 7. 1",,,,歯,,,,"診療所
現存
",,,,
,,39.0,,,,"010,453,4
",,,,浜田歯科医院,,,,,"〒700－0975
岡山市北区今４丁目１３－３",,,"086-243-4499
常　勤:　　　 1
(歯　　　　 1)",,,浜田　哲郎,,,浜田　哲郎,,,,"昭57. 9. 1

平30. 9. 1",,,,歯,,,,"診療所
現存
",,,,
,,40.0,,,,"010,463,3
",,,,内藤歯科医院,,,,,"〒704－8174
岡山市東区松新町１６９－１",,,"086-942-8277
常　勤:　　　 2
(歯　　　　 2)",,,内藤　伸明,,,内藤　伸明,,,,"昭58. 4. 1

平28. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,41.0,,,,"010,464,1
",,,,小坂歯科診療所,,,,,"〒700－0904
岡山市北区柳町２－１１－１３",,,"086-222-3431
常　勤:　　　 1
(歯　　　　 1)",,,小坂　元泰,,,小坂　元泰,,,,"昭58. 4. 1

平28. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　歯科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,5頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,42.0,,,,"010,466,6
",,,,後藤歯科医院,,,,,"〒701－0211
岡山市南区東畦７６６－１１",,,"086-281-3231
常　勤:　　　 2
(歯　　　　 2)",,,後藤　剛緒,,,後藤　剛緒,,,,"昭58. 5. 1

平28. 5. 1",,,,歯　小歯,,,,"診療所
現存
",,,,
,,43.0,,,,"010,468,2
",,,,野上歯科医院,,,,,"〒700－0927
岡山市北区西古松２－２２－１２",,,"086-241-7630
常　勤:　　　 1
(歯　　　　 1)",,,野上　龍造,,,野上　龍造,,,,"昭58. 6. 1

平28. 6. 1",,,,歯,,,,"診療所
現存
",,,,
,,44.0,,,,"010,471,6
",,,,小川歯科医院,,,,,"〒703－8271
岡山市中区円山９０－９ＹＳタウン円山２Ｆ",,,"086-276-0212
常　勤:　　　 1
(歯　　　　 1)",,,小川　七郎,,,小川　七郎,,,,"昭58. 7. 1

平28. 7. 1",,,,歯,,,,"診療所
現存
",,,,
,,45.0,,,,"010,472,4
",,,,小坂歯科医院,,,,,"〒703－8216
岡山市東区宍甘１６６－２",,,"086-279-7730
常　勤:　　　 1
(歯　　　　 1)",,,小坂　晃,,,小坂　晃,,,,"昭58. 8. 1

平28. 8. 1",,,,歯　矯歯　小歯,,,,"診療所
現存
",,,,
,,46.0,,,,"010,473,2
",,,,本郷歯科医院,,,,,"〒700－0904
岡山市北区柳町２丁目６番２８号",,,"086-222-4457
常　勤:　　　 1
(歯　　　　 1)",,,本郷　弘,,,本郷　弘,,,,"昭58. 11. 1

平28. 11. 1",,,,歯　矯歯　小歯,,,,"診療所
現存
",,,,
,,47.0,,,,"010,479,9
",,,,福池歯科医院,,,,,"〒703－8233
岡山市中区高屋３６４－１",,,"086-272-3323
常　勤:　　　 1
(歯　　　　 1)",,,福池　昇,,,福池　昇,,,,"昭59. 4. 1

平29. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,48.0,,,,"010,480,7
",,,,岡崎歯科医院,,,,,"〒700－0972
岡山市北区上中野２－２７－１９",,,"086-243-3913
常　勤:　　　 1
(歯　　　　 1)",,,岡崎　章男,,,岡崎　章男,,,,"昭59. 4. 1

平29. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,49.0,,,,"010,488,0
",,,,小山歯科医院,,,,,"〒702－8031
岡山市南区福富西１－１－３０",,,"086-264-5145
常　勤:　　　 1
(歯　　　　 1)",,,小山　直樹,,,小山　直樹,,,,"昭60. 5. 1

平30. 5. 1",,,,歯,,,,"診療所
現存
",,,,
,,50.0,,,,"010,492,2
",,,,藤田歯科医院,,,,,"〒701－0205
岡山市南区妹尾９５５－５",,,"086-281-2323
常　勤:　　　 2
(歯　　　　 2)",,,藤田　和久,,,藤田　和久,,,,"昭60. 6. 1

平30. 6. 1",,,,歯　小歯,,,,"診療所
現存
",,,,
,,51.0,,,,"010,494,8
",,,,黒瀬歯科医院,,,,,"〒700－0024
岡山市北区駅元町２９－１０",,,"086-252-3600
常　勤:　　　 2
(歯　　　　 2)",,,黒瀬　尚彦,,,黒瀬　尚彦,,,,"昭60. 7. 1

平30. 7. 1",,,,歯,,,,"診療所
現存
",,,,
,,52.0,,,,"010,496,3
",,,,江口歯科医院,,,,,"〒700－0845
岡山市南区浜野４－２３－２２",,,"086-264-6070
常　勤:　　　 1
(歯　　　　 1)",,,江口　太望,,,江口　太望,,,,"昭60. 11. 1

平30. 11. 1",,,,歯,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[岡山県],,,,,,コード内容別医療機関一覧表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[令和 2年11月 1日現在　歯科　現存/休止],,,,,,,,,,,,,,,,,,,,,,,,,,,,令和 2年11月 5日作成 ,,,,,,,,6頁,,,
,,, 　 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,項 番,,,,医 療 機 関 番 号,,,,医 療 機 関 名 称,,,,医療機関所在地,,,,,"電話番号
   ／
勤務医数",開設者氏名,,,,管理者氏名,,,"指定年月日
登録理由
指定期間始",,,,,"病床数
　／
診療科名",,,,,備　考,,,,
,,53.0,,,,"010,497,1
",,,,江口歯科芳田診療所,,,,,"〒700－0955
岡山市南区万倍１３１ー１",,,"086-244-1551
常　勤:　　　 1
(歯　　　　 1)",,,江口　博之,,,江口　博之,,,,"昭60. 12. 1

平27. 12. 1",,,,歯　小歯　歯外,,,,"診療所
現存
",,,,
,,54.0,,,,"010,500,2
",,,,黒住歯科医院,,,,,"〒700－0821
岡山市北区中山下２－４－４６",,,"086-222-8184
常　勤:　　　 1
(歯　　　　 1)",,,黒住　和彦,,,黒住　和彦,,,,"昭61. 1. 1

平28. 1. 1",,,,歯,,,,"診療所
現存
",,,,
,,55.0,,,,"010,503,6
",,,,的場歯科東畦診療所,,,,,"〒701－0211
岡山市南区東畦２０７－１０",,,"086-281-2345
常　勤:　　　 1
(歯　　　　 1)",,,的場　誠,,,的場　誠,,,,"昭61. 5. 1

平28. 5. 1",,,,歯,,,,"診療所
現存
",,,,
,,56.0,,,,"010,504,4
",,,,黒瀬歯科医院,,,,,"〒700－0816
岡山市北区富田町２－１２－１６センチュリー富田町ビル２０１号",,,"086-224-4400
常　勤:　　　 1
(歯　　　　 1)",,,黒瀬　哲也,,,黒瀬　哲也,,,,"昭61. 5. 1

平28. 5. 1",,,,歯,,,,"診療所
現存
",,,,
,,57.0,,,,"010,506,9
",,,,大森歯科医院,,,,,"〒702－8042
岡山市南区洲崎２－５－２７",,,"086-262-4801
常　勤:　　　 1
(歯　　　　 1)",,,大森　貴之,,,大森　貴之,,,,"昭61. 6. 1

平28. 6. 1",,,,歯,,,,"診療所
現存
",,,,
,,58.0,,,,"010,509,3
",,,,竹谷歯科医院,,,,,"〒701－1341
岡山市北区吉備津１０１６－１９",,,"086-287-3046
常　勤:　　　 2
(歯　　　　 2)",,,竹谷　雅之,,,竹谷　雅之,,,,"昭61. 8. 1

平28. 8. 1",,,,歯,,,,"診療所
現存
",,,,
,,59.0,,,,"010,513,5
",,,,福田歯科医院,,,,,"〒700－0064
岡山市北区大安寺南町２－６－１５",,,"086-252-6480
常　勤:　　　 1
(歯　　　　 1)",,,福田　善彦,,,福田　善彦,,,,"昭61. 11. 1

平28. 11. 1",,,,歯,,,,"診療所
現存
",,,,
,,60.0,,,,"010,514,3
",,,,藤井歯科大元上町診療所,,,,,"〒700－0925
岡山市北区大元上町８－１５",,,"086-243-3766
常　勤:　　　 1
(歯　　　　 1)",,,藤井　順子,,,藤井　順子,,,,"昭61. 11. 1

平28. 11. 1",,,,歯,,,,"診療所
現存
",,,,
,,61.0,,,,"010,522,6
",,,,矢部歯科医院,,,,,"〒709－0626
岡山市東区中尾字池辺２９４番１",,,"086-279-6400
常　勤:　　　 1
(歯　　　　 1)",,,矢部　孝,,,矢部　孝,,,,"昭62. 4. 1

平29. 4. 1",,,,歯　小歯　歯外,,,,"診療所
現存
",,,,
,,62.0,,,,"010,523,4
",,,,三宅歯科,,,,,"〒700－0823
岡山市北区丸の内２丁目１０－１３",,,"086-224-1665
常　勤:　　　 1
(歯　　　　 1)",,,三宅　二郎,,,三宅　二郎,,,,"昭62. 4. 1

平29. 4. 1",,,,歯,,,,"診療所
現存
",,,,
,,63.0,,,,"010,526,7
",,,,古矢歯科医院,,,,,"〒701－0221
岡山市南区藤田５５９－７",,,"086-296-6631
常　勤:　　　 1
(歯　　　　 1)",,,古矢　哲弘,,,古矢　哲弘,,,,"昭62. 6. 1

平29. 6. 1",,,,歯,,,,"診療所
現存
",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
